value,A,b_distance,c_frequency,rmse_log
delta_tp_s,47.79819901643566,-0.0008802971934907721,-0.04577394982793847,0.14884703410527875
rise_10_90_s,2.38826730322392,0.31663274749076276,0.1388158799279567,0.19122698513845826
